Path,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,Label
"[u'/opt/NVD/NVD_func/8/CVE-2011-2984/CVE_2011_2984_PATCHED_nsDOMDataTransfer__MozGetDataAt.c']
","12
","1
","0
","1
","3
","0
","9
","2
","2
","60
","2
","6
","9
","5
","28
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-2984/CVE_2011_2984_VULN_nsDOMDataTransfer__MozGetDataAt.c']
","12
","1
","0
","1
","3
","0
","6
","1
","1
","49
","2
","3
","7
","3
","23
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-2987/CVE_2011_2987_PATCHED_GrowAtomTable.c']
","11
","0
","0
","0
","2
","0
","6
","14
","14
","58
","3
","3
","5
","2
","7
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-2987/CVE_2011_2987_VULN_GrowAtomTable.c']
","11
","0
","0
","0
","2
","0
","6
","14
","14
","58
","3
","3
","5
","2
","7
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-2988/CVE_2011_2988_PATCHED_WebGLContext__ShaderSource.c']
","4
","0
","0
","0
","2
","0
","3
","2
","2
","16
","0
","1
","3
","1
","10
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-2988/CVE_2011_2988_VULN_WebGLContext__ShaderSource.c']
","3
","0
","0
","0
","2
","0
","2
","2
","2
","16
","0
","1
","2
","1
","8
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-2998/CVE_2011_2998_PATCHED_ExecuteREBytecode.c']
","1746
","5
","3
","2
","2
","0
","63
","213
","219
","402
","50
","7
","4
","30
","72
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-2998/CVE_2011_2998_VULN_ExecuteREBytecode.c']
","1161
","5
","3
","2
","2
","0
","55
","205
","211
","400
","42
","7
","4
","22
","71
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-2999/CVE_2011_2999_PATCHED_nsWindowSH__NewResolve.c']
","5125
","0
","0
","0
","7
","0
","52
","23
","23
","323
","20
","4
","48
","12
","60
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-2999/CVE_2011_2999_VULN_nsWindowSH__NewResolve.c']
","8149
","0
","0
","0
","7
","0
","52
","23
","23
","323
","20
","4
","48
","12
","60
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3000/CVE_2011_3000_PATCHED_nsHttpHeaderArray__ParseHeaderLine.c']
","7
","0
","0
","0
","3
","0
","5
","0
","0
","68
","0
","1
","5
","2
","6
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3000/CVE_2011_3000_PATCHED_nsHttpHeaderArray__SetHeader.c']
","8
","0
","0
","0
","4
","0
","10
","6
","6
","11
","4
","3
","7
","3
","10
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3000/CVE_2011_3000_VULN_nsHttpHeaderArray__ParseHeaderLine.c']
","7
","0
","0
","0
","3
","0
","5
","0
","0
","68
","0
","1
","5
","2
","6
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3000/CVE_2011_3000_VULN_nsHttpHeaderArray__SetHeader.c']
","7
","0
","0
","0
","3
","0
","9
","6
","6
","11
","3
","3
","6
","3
","9
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3002/CVE_2011_3002_PATCHED_GrowAtomTable.c']
","11
","0
","0
","0
","2
","0
","6
","14
","14
","58
","3
","3
","5
","2
","7
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3002/CVE_2011_3002_VULN_GrowAtomTable.c']
","11
","0
","0
","0
","2
","0
","6
","14
","14
","58
","3
","3
","5
","2
","7
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3003/CVE_2011_3003_PATCHED_CopyDataIfElementArray.c']
","3
","0
","0
","0
","1
","0
","2
","0
","0
","8
","1
","2
","2
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3003/CVE_2011_3003_PATCHED_CopySubDataIfElementArray.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","14
","0
","1
","1
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3003/CVE_2011_3003_PATCHED_ZeroDataIfElementArray.c']
","3
","0
","0
","0
","0
","0
","2
","0
","0
","0
","1
","2
","2
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3003/CVE_2011_3003_VULN_CopyDataIfElementArray.c']
","3
","0
","0
","0
","1
","0
","2
","0
","0
","8
","1
","2
","2
","1
","3
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3003/CVE_2011_3003_VULN_CopySubDataIfElementArray.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","14
","0
","1
","1
","1
","2
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3003/CVE_2011_3003_VULN_ZeroDataIfElementArray.c']
","3
","0
","0
","0
","0
","0
","2
","0
","0
","0
","1
","2
","2
","1
","3
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3191/CVE_2011_3191_PATCHED_CIFSFindNext.c']
","34
","0
","0
","0
","4
","0
","18
","64
","70
","125
","5
","3
","11
","5
","28
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3191/CVE_2011_3191_VULN_CIFSFindNext.c']
","34
","0
","0
","0
","4
","0
","18
","64
","70
","125
","5
","3
","11
","5
","28
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3192/CVE_2011_3192_PATCHED_ap_set_byterange.c']
","35
","1
","0
","1
","1
","0
","12
","11
","11
","62
","3
","3
","12
","8
","19
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3192/CVE_2011_3192_VULN_ap_set_byterange.c']
","23
","0
","0
","0
","1
","0
","12
","11
","11
","36
","2
","3
","10
","8
","16
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3362/CVE_2011_3362_PATCHED_decode_residual_block.c']
","7
","2
","1
","2
","7
","0
","4
","10
","10
","60
","3
","3
","4
","2
","20
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3362/CVE_2011_3362_VULN_decode_residual_block.c']
","7
","2
","1
","2
","7
","0
","4
","10
","10
","60
","3
","3
","4
","2
","20
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3363/CVE_2011_3363_PATCHED_cifs_mount.c']
","136277
","0
","0
","0
","4
","0
","42
","55
","64
","141
","12
","4
","34
","9
","40
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3363/CVE_2011_3363_VULN_cifs_mount.c']
","136277
","0
","0
","0
","4
","0
","42
","56
","65
","141
","12
","4
","34
","9
","41
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3619/CVE_2011_3619_PATCHED_apparmor_setprocattr.c']
","36
","0
","0
","0
","4
","0
","21
","0
","0
","49
","3
","6
","14
","7
","11
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3619/CVE_2011_3619_VULN_apparmor_setprocattr.c']
","36
","0
","0
","0
","4
","0
","21
","0
","0
","49
","3
","6
","14
","7
","11
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3623/CVE_2011_3623_PATCHED_ASF_ObjectDumpDebug.c']
","9
","3
","0
","1
","3
","0
","2
","4
","4
","54
","1
","2
","3
","3
","12
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3623/CVE_2011_3623_PATCHED_AVI_ChunkDumpDebug_level.c']
","6
","2
","0
","1
","3
","0
","3
","5
","5
","50
","0
","1
","4
","2
","10
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3623/CVE_2011_3623_PATCHED___MP4_BoxDumpStructure.c']
","2
","0
","0
","0
","3
","0
","2
","2
","2
","32
","0
","1
","1
","1
","1
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3623/CVE_2011_3623_VULN_ASF_ObjectDumpDebug.c']
","7
","3
","0
","1
","3
","0
","1
","4
","4
","48
","1
","2
","2
","3
","12
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3623/CVE_2011_3623_VULN_AVI_ChunkDumpDebug_level.c']
","5
","2
","0
","1
","3
","0
","2
","5
","5
","42
","0
","1
","1
","1
","10
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3623/CVE_2011_3623_VULN___MP4_BoxDumpStructure.c']
","2
","0
","0
","0
","3
","0
","2
","2
","2
","32
","0
","1
","1
","1
","1
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3637/CVE_2011_3637_PATCHED_m_stop.c']
","4
","0
","0
","0
","2
","0
","2
","3
","3
","32
","0
","1
","1
","1
","5
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3637/CVE_2011_3637_VULN_m_stop.c']
","2
","0
","0
","0
","2
","0
","1
","3
","3
","32
","0
","1
","1
","1
","3
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3648/CVE_2011_3648_PATCHED_nsShiftJISToUnicode__Convert.c']
","65
","1
","0
","1
","4
","0
","23
","0
","0
","240
","9
","8
","20
","5
","11
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3648/CVE_2011_3648_VULN_nsShiftJISToUnicode__Convert.c']
","65
","1
","0
","1
","4
","0
","23
","0
","0
","240
","9
","8
","20
","5
","11
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3653/CVE_2011_3653_PATCHED_DoesMinFilterRequireMipmap.c']
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3653/CVE_2011_3653_PATCHED_WebGLContext__GenerateMipmap.c']
","6
","0
","0
","0
","1
","0
","6
","9
","9
","10
","0
","1
","5
","4
","7
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3653/CVE_2011_3653_VULN_DoesMinFilterRequireMipmap.c']
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3653/CVE_2011_3653_VULN_WebGLContext__GenerateMipmap.c']
","5
","0
","0
","0
","1
","0
","4
","4
","4
","10
","0
","1
","4
","3
","6
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3658/CVE_2011_3658_PATCHED_nsSVGValue__NotifyObservers.c']
","3
","1
","0
","1
","2
","0
","1
","0
","0
","12
","1
","2
","2
","1
","2
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3658/CVE_2011_3658_VULN_nsSVGValue__NotifyObservers.c']
","3
","1
","0
","1
","2
","0
","1
","0
","0
","12
","1
","2
","2
","1
","2
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3660/CVE_2011_3660_PATCHED_nsDOMMessageEvent__GetData.c']
","2
","0
","0
","0
","2
","0
","1
","0
","0
","20
","0
","1
","1
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3660/CVE_2011_3660_VULN_nsDOMMessageEvent__GetData.c']
","1
","0
","0
","0
","1
","0
","0
","0
","0
","16
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3929/CVE_2011_3929_PATCHED_dv_produce_packet.c']
","8
","1
","0
","1
","5
","0
","6
","33
","41
","62
","1
","2
","5
","5
","14
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3929/CVE_2011_3929_VULN_dv_produce_packet.c']
","5
","1
","0
","1
","5
","0
","5
","32
","40
","62
","1
","2
","4
","4
","14
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3934/CVE_2011_3934_PATCHED_vp3_update_thread_context.c']
","16
","1
","0
","1
","2
","0
","8
","29
","29
","118
","5
","3
","9
","6
","26
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3934/CVE_2011_3934_VULN_vp3_update_thread_context.c']
","16
","1
","0
","1
","2
","0
","8
","29
","29
","118
","5
","3
","9
","6
","26
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3936/CVE_2011_3936_PATCHED_dv_extract_audio.c']
","20
","4
","1
","4
","3
","0
","10
","11
","11
","122
","7
","6
","13
","3
","20
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3936/CVE_2011_3936_VULN_dv_extract_audio.c']
","21
","4
","1
","4
","3
","0
","10
","11
","11
","122
","7
","6
","13
","3
","20
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3945/CVE_2011_3945_PATCHED_decode_frame.c']
","82
","3
","1
","2
","4
","0
","20
","15
","15
","132
","6
","6
","19
","4
","25
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3945/CVE_2011_3945_VULN_decode_frame.c']
","82
","3
","1
","2
","4
","0
","20
","15
","15
","132
","6
","6
","19
","4
","25
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3949/CVE_2011_3949_PATCHED_dirac_unpack_idwt_params.c']
","12
","5
","1
","2
","1
","0
","9
","26
","26
","58
","4
","5
","11
","8
","12
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3949/CVE_2011_3949_VULN_dirac_unpack_idwt_params.c']
","14
","5
","1
","2
","1
","0
","11
","35
","35
","58
","5
","5
","13
","11
","13
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3950/CVE_2011_3950_PATCHED_dirac_decode_data_unit.c']
","20
","1
","0
","1
","3
","0
","21
","32
","32
","94
","11
","6
","19
","7
","42
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3950/CVE_2011_3950_VULN_dirac_decode_data_unit.c']
","19
","1
","0
","1
","3
","0
","20
","32
","32
","94
","10
","6
","18
","7
","41
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_PATCHED_cavs_decode_frame.c']
","39
","1
","0
","1
","4
","0
","13
","27
","27
","201
","8
","4
","2
","8
","23
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_PATCHED_check_for_slice.c']
","7
","0
","0
","0
","1
","0
","4
","5
","5
","23
","1
","2
","4
","2
","9
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_PATCHED_decode_mb_i.c']
","19
","2
","0
","1
","2
","0
","7
","32
","32
","91
","3
","2
","6
","3
","13
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_PATCHED_decode_residual_block.c']
","9
","2
","1
","2
","7
","0
","6
","10
","10
","60
","3
","4
","5
","2
","20
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_VULN_cavs_decode_frame.c']
","39
","1
","0
","1
","4
","0
","13
","27
","27
","201
","8
","4
","2
","8
","21
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_VULN_check_for_slice.c']
","5
","0
","0
","0
","1
","0
","3
","3
","3
","23
","0
","1
","3
","2
","7
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_VULN_decode_mb_i.c']
","19
","2
","0
","1
","2
","0
","7
","32
","32
","91
","3
","2
","6
","3
","13
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-3973/CVE_2011_3973_VULN_decode_residual_block.c']
","7
","2
","1
","2
","7
","0
","4
","10
","10
","60
","3
","3
","4
","2
","20
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4087/CVE_2011_4087_PATCHED_br_parse_ip_options.c']
","12
","0
","0
","0
","1
","0
","12
","13
","13
","75
","3
","2
","11
","5
","21
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4087/CVE_2011_4087_VULN_br_parse_ip_options.c']
","12
","0
","0
","0
","1
","0
","12
","13
","13
","75
","3
","2
","11
","5
","21
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4101/CVE_2011_4101_PATCHED_dissect_infiniband_common.c']
","18448
","0
","0
","0
","4
","0
","13
","16
","17
","197
","3
","3
","9
","3
","18
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4101/CVE_2011_4101_PATCHED_dissect_infiniband_link.c']
","24
","0
","0
","0
","3
","0
","6
","5
","5
","44
","0
","1
","2
","2
","6
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4101/CVE_2011_4101_VULN_dissect_infiniband_common.c']
","4612
","0
","0
","0
","4
","0
","11
","16
","17
","197
","3
","3
","9
","3
","16
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4101/CVE_2011_4101_VULN_dissect_infiniband_link.c']
","6
","0
","0
","0
","3
","0
","4
","5
","5
","44
","0
","1
","2
","2
","4
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4324/CVE_2011_4324_PATCHED_encode_open_downgrade.c']
","1
","0
","0
","0
","2
","0
","0
","6
","10
","32
","0
","0
","0
","0
","0
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4324/CVE_2011_4324_PATCHED_encode_openhdr.c']
","1
","0
","0
","0
","2
","0
","0
","6
","9
","30
","0
","0
","0
","0
","0
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4324/CVE_2011_4324_PATCHED_encode_share_access.c']
","4
","0
","0
","0
","2
","0
","0
","0
","0
","14
","0
","1
","1
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4324/CVE_2011_4324_VULN_encode_open_downgrade.c']
","1
","0
","0
","0
","2
","0
","0
","6
","10
","32
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4324/CVE_2011_4324_VULN_encode_openhdr.c']
","1
","0
","0
","0
","2
","0
","0
","6
","9
","30
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4324/CVE_2011_4324_VULN_encode_share_access.c']
","4
","0
","0
","0
","2
","0
","0
","0
","0
","14
","0
","1
","1
","1
","3
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4326/CVE_2011_4326_PATCHED_udp6_ufo_fragment.c']
","5
","0
","0
","0
","2
","0
","4
","15
","15
","75
","1
","2
","4
","3
","16
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4326/CVE_2011_4326_VULN_udp6_ufo_fragment.c']
","5
","0
","0
","0
","2
","0
","4
","14
","14
","75
","1
","2
","4
","3
","15
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4594/CVE_2011_4594_PATCHED___sys_sendmsg.c']
","1158
","0
","0
","0
","5
","0
","24
","30
","31
","86
","7
","4
","21
","8
","36
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4594/CVE_2011_4594_VULN___sys_sendmsg.c']
","902
","0
","0
","0
","5
","0
","23
","28
","29
","88
","6
","4
","20
","7
","37
",1
"[u'/opt/NVD/NVD_func/8/CVE-2011-4598/CVE_2011_4598_PATCHED_handle_request_info.c']
","274
","1
","0
","1
","2
","0
","57
","25
","26
","83
","21
","7
","39
","10
","30
",0
"[u'/opt/NVD/NVD_func/8/CVE-2011-4598/CVE_2011_4598_VULN_handle_request_info.c']
","273
","1
","0
","1
","2
","0
","56
","24
","25
","83
","20
","7
","38
","10
","30
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0041/CVE_2012_0041_PATCHED_dissect_packet.c']
","8
","0
","0
","0
","5
","0
","4
","36
","36
","36
","0
","1
","1
","2
","7
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0041/CVE_2012_0041_VULN_dissect_packet.c']
","8
","0
","0
","0
","5
","0
","4
","35
","35
","36
","0
","1
","1
","2
","4
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_PATCHED_bytes_to_hexstr.c']
","4
","1
","0
","1
","3
","0
","1
","0
","0
","18
","0
","1
","1
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_PATCHED_bytes_to_hexstr_punct.c']
","4
","1
","0
","1
","4
","0
","1
","0
","0
","28
","0
","1
","1
","1
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_PATCHED_bytes_to_str.c']
","10
","0
","0
","0
","2
","0
","4
","0
","0
","32
","0
","1
","3
","2
","4
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_PATCHED_bytes_to_str_punct.c']
","6
","0
","0
","0
","3
","0
","4
","0
","0
","40
","0
","1
","4
","2
","4
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_PATCHED_bytestring_to_str.c']
","12
","0
","0
","0
","3
","0
","7
","0
","0
","24
","0
","1
","4
","2
","3
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_VULN_bytes_to_hexstr.c']
","2
","1
","0
","1
","3
","0
","0
","0
","0
","18
","0
","1
","1
","1
","2
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_VULN_bytes_to_hexstr_punct.c']
","2
","1
","0
","1
","4
","0
","0
","0
","0
","28
","0
","1
","1
","1
","2
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_VULN_bytes_to_str.c']
","5
","0
","0
","0
","2
","0
","3
","0
","0
","32
","0
","1
","3
","2
","3
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_VULN_bytes_to_str_punct.c']
","6
","0
","0
","0
","3
","0
","4
","0
","0
","40
","0
","1
","4
","2
","4
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0042/CVE_2012_0042_VULN_bytestring_to_str.c']
","6
","0
","0
","0
","3
","0
","6
","0
","0
","24
","0
","1
","4
","2
","2
",1
"[u'/opt/NVD/NVD_func/8/CVE-2012-0056/CVE_2012_0056_PATCHED_mem_write.c']
","7
","1
","0
","1
","4
","0
","5
","1
","1
","54
","3
","3
","6
","2
","9
",0
"[u'/opt/NVD/NVD_func/8/CVE-2012-0056/CVE_2012_0056_VULN_mem_write.c']
","9
","1
","0
","1
","4
","0
","7
","4
","6
","74
","3
","3
","8
","2
","17
",1
"[u'/opt/NVD/NVD_func/6/CVE-2010-4805/CVE_2010_4805_PATCHED_sk_add_backlog.c']
","2
","0
","0
","0
","2
","0
","1
","2
","2
","16
","0
","1
","1
","1
","3
",0
"[u'/opt/NVD/NVD_func/6/CVE-2010-4805/CVE_2010_4805_PATCHED_sk_receive_skb.c']
","8
","0
","0
","0
","3
","0
","7
","5
","5
","28
","1
","2
","5
","4
","7
",0
"[u'/opt/NVD/NVD_func/6/CVE-2010-4805/CVE_2010_4805_PATCHED_sock_init_data.c']
","2
","0
","0
","0
","2
","0
","2
","38
","38
","48
","0
","1
","1
","1
","1
",0
"[u'/opt/NVD/NVD_func/6/CVE-2010-4805/CVE_2010_4805_VULN_sk_add_backlog.c']
","2
","0
","0
","0
","2
","0
","1
","5
","5
","16
","0
","1
","1
","1
","7
",1
"[u'/opt/NVD/NVD_func/6/CVE-2010-4805/CVE_2010_4805_VULN_sk_receive_skb.c']
","7
","0
","0
","0
","3
","0
","6
","4
","4
","26
","1
","2
","4
","3
","6
",1
"[u'/opt/NVD/NVD_func/6/CVE-2010-4805/CVE_2010_4805_VULN_sock_init_data.c']
","2
","0
","0
","0
","2
","0
","2
","40
","40
","48
","0
","1
","1
","1
","1
",1
"[u'/opt/NVD/NVD_func/6/CVE-2010-5313/CVE_2010_5313_PATCHED_handle_emulation_failure.c']
","2
","0
","0
","0
","1
","0
","1
","7
","10
","14
","0
","1
","1
","1
","2
",0
"[u'/opt/NVD/NVD_func/6/CVE-2010-5313/CVE_2010_5313_VULN_handle_emulation_failure.c']
","1
","0
","0
","0
","1
","0
","0
","7
","10
","14
","0
","0
","0
","0
","0
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0014/CVE_2011_0014_PATCHED_ssl_parse_clienthello_tlsext.c']
","118
","5
","4
","2
","5
","0
","55
","99
","136
","324
","34
","11
","52
","26
","59
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0014/CVE_2011_0014_VULN_ssl_parse_clienthello_tlsext.c']
","116
","5
","4
","2
","5
","0
","54
","99
","136
","318
","33
","11
","51
","26
","59
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0021/CVE_2011_0021_PATCHED_DecodeScroll.c']
","216
","2
","1
","2
","3
","0
","6
","9
","9
","44
","1
","4
","5
","2
","17
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0021/CVE_2011_0021_PATCHED_DecodeTileBlock.c']
","5
","2
","1
","2
","3
","0
","3
","1
","1
","67
","2
","3
","4
","1
","6
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0021/CVE_2011_0021_VULN_DecodeScroll.c']
","216
","2
","1
","2
","3
","0
","6
","9
","9
","44
","1
","4
","5
","2
","17
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0021/CVE_2011_0021_VULN_DecodeTileBlock.c']
","4
","2
","1
","2
","3
","0
","2
","1
","1
","73
","1
","3
","3
","1
","3
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0055/CVE_2011_0055_PATCHED_JO.c']
","485
","1
","0
","1
","3
","0
","24
","16
","20
","140
","15
","3
","24
","11
","63
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0055/CVE_2011_0055_VULN_JO.c']
","485
","1
","0
","1
","3
","0
","24
","16
","20
","130
","15
","3
","24
","11
","63
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0059/CVE_2011_0059_PATCHED_nsPluginHost__NewPluginURLStream.c']
","355
","0
","0
","0
","8
","0
","18
","14
","14
","37
","11
","5
","18
","5
","20
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0059/CVE_2011_0059_VULN_nsPluginHost__NewPluginURLStream.c']
","955
","0
","0
","0
","8
","0
","20
","14
","14
","43
","12
","5
","20
","5
","21
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0069/CVE_2011_0069_PATCHED_nsAccessControlLRUCache__GetEntry.c']
","10
","0
","0
","0
","4
","0
","7
","1
","1
","31
","1
","2
","7
","4
","13
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0069/CVE_2011_0069_VULN_nsAccessControlLRUCache__GetEntry.c']
","8
","0
","0
","0
","4
","0
","7
","1
","1
","31
","1
","2
","7
","4
","13
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0070/CVE_2011_0070_PATCHED_nsDirIndexParser__ParseFormat.c']
","32
","7
","5
","2
","1
","0
","6
","3
","3
","140
","9
","3
","13
","4
","19
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0070/CVE_2011_0070_VULN_nsDirIndexParser__ParseFormat.c']
","32
","7
","5
","2
","1
","0
","6
","3
","3
","140
","9
","3
","12
","4
","19
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0073/CVE_2011_0073_PATCHED_Invalidate.c']
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","0
","0
","0
","0
","0
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0073/CVE_2011_0073_PATCHED_RemoveAllBut.c']
","10
","0
","0
","0
","1
","0
","6
","8
","8
","14
","4
","2
","5
","2
","7
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0073/CVE_2011_0073_PATCHED_nsTreeSelection__RangedSelect.c']
","98
","0
","0
","0
","3
","0
","15
","4
","4
","11
","3
","3
","12
","4
","10
",0
"[u'/opt/NVD/NVD_func/6/CVE-2011-0073/CVE_2011_0073_VULN_Invalidate.c']
","4
","0
","0
","0
","0
","0
","2
","4
","5
","2
","0
","1
","1
","1
","4
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0073/CVE_2011_0073_VULN_RemoveAllBut.c']
","10
","0
","0
","0
","1
","0
","6
","8
","9
","14
","4
","2
","5
","2
","7
",1
"[u'/opt/NVD/NVD_func/6/CVE-2011-0073/CVE_2011_0073_VULN_nsTreeSelection__RangedSelect.c']
","98
","0
","0
","0
","3
","0
","15
","4
","4
","11
","3
","3
","12
","4
","10
",1
